symbol,series,date,open,high,low,close,last,previous_close,volume,value,trades,isin
ETERNAL,EQ,2025-04-09,216.00,216.00,209.86,211.39,211.15,215.19,25359931,5367159351.21,162551,INE758T01015
ETERNAL,EQ,2025-04-11,216.00,218.31,214.10,217.20,216.00,211.39,28917549,6273038370.64,179516,INE758T01015
ETERNAL,EQ,2025-04-15,224.25,224.25,220.10,222.23,222.90,217.20,45034496,9995455680.55,194207,INE758T01015
ETERNAL,EQ,2025-04-16,220.51,222.64,218.40,222.08,221.85,222.23,26155875,5780329675.67,130093,INE758T01015
ETERNAL,EQ,2025-04-17,220.60,236.14,220.38,231.60,232.00,222.08,70125937,16142293627.55,302980,INE758T01015
ETERNAL,EQ,2025-04-21,229.00,235.30,227.10,234.24,234.22,231.60,66028533,15326976502.55,318929,INE758T01015
ETERNAL,EQ,2025-04-22,236.00,243.45,235.00,237.47,236.57,234.24,59667380,14245260298.96,320284,INE758T01015
ETERNAL,EQ,2025-04-23,237.48,240.25,233.05,239.24,238.15,237.47,42294685,10041669791.04,280063,INE758T01015
ETERNAL,EQ,2025-04-24,237.00,241.37,235.00,236.38,236.80,239.24,46103369,10962263425.59,186390,INE758T01015
ETERNAL,EQ,2025-04-25,235.90,239.00,227.31,228.81,227.71,236.38,32437650,7516617504.34,165167,INE758T01015
ETERNAL,EQ,2025-04-28,226.00,231.99,225.06,227.21,226.70,228.81,29327020,6674331221.86,146990,INE758T01015
ETERNAL,EQ,2025-04-29,228.37,234.24,226.60,231.11,231.16,227.21,32761971,7554710474.34,177098,INE758T01015
ETERNAL,EQ,2025-04-30,232.00,234.75,226.10,232.52,231.43,231.11,45831746,10590029248.45,213328,INE758T01015
ETERNAL,EQ,2025-05-02,220.05,239.50,220.05,234.29,234.41,232.52,104910316,24562471038.55,697809,INE758T01015
ETERNAL,EQ,2025-05-05,234.50,240.97,232.93,239.90,240.10,234.29,37948115,9067175346.83,240824,INE758T01015
ETERNAL,EQ,2025-05-06,240.00,241.50,231.85,232.64,232.70,239.90,25327712,5953028751.27,213490,INE758T01015
ETERNAL,EQ,2025-05-07,228.60,237.67,228.60,236.90,236.48,232.64,31614852,7406083012.83,137963,INE758T01015
ETERNAL,EQ,2025-05-08,235.25,236.45,226.60,229.81,227.00,236.90,49888442,11487618942.17,222882,INE758T01015
ETERNAL,EQ,2025-05-09,222.00,229.00,222.00,227.14,228.15,229.81,24415321,5522855143.34,255926,INE758T01015
ETERNAL,EQ,2025-05-12,232.00,240.00,232.00,239.50,239.05,227.14,31757003,7525650379.98,163171,INE758T01015
ETERNAL,EQ,2025-05-13,238.00,239.47,231.05,231.65,231.50,239.50,44837486,10480381213.75,309388,INE758T01015
ETERNAL,EQ,2025-05-14,232.00,237.44,232.00,236.86,236.27,231.65,23158211,5452465594.33,144650,INE758T01015
ETERNAL,EQ,2025-05-15,236.20,245.30,233.75,242.59,242.18,236.86,40335990,9697192437.11,191729,INE758T01015
ETERNAL,EQ,2025-05-16,242.60,246.94,242.00,245.76,244.90,242.59,30854384,7559835500.94,152112,INE758T01015
ETERNAL,EQ,2025-05-19,245.84,246.59,237.43,238.03,238.25,245.76,21817610,5253918642.58,146711,INE758T01015
ETERNAL,EQ,2025-05-20,240.00,240.00,227.88,228.28,228.00,238.03,45891392,10607470387.34,272306,INE758T01015
ETERNAL,EQ,2025-05-21,227.00,230.30,224.18,229.97,230.01,228.28,47166136,10744371950.20,231624,INE758T01015
ETERNAL,EQ,2025-05-22,228.97,230.88,227.03,229.02,229.87,229.97,28795944,6588757102.25,136959,INE758T01015
ETERNAL,EQ,2025-05-23,229.12,240.70,228.87,237.55,237.34,229.02,42180098,10001115997.08,211199,INE758T01015
ETERNAL,EQ,2025-05-26,232.80,232.80,225.65,226.80,226.65,237.55,89147299,20341245171.57,474027,INE758T01015
ETERNAL,EQ,2025-05-27,226.40,227.47,221.10,224.79,224.95,226.80,224659198,50496052593.93,683691,INE758T01015
ETERNAL,EQ,2025-05-28,225.90,225.90,223.20,224.18,224.29,224.79,43525027,9762241974.66,206525,INE758T01015
ETERNAL,EQ,2025-05-29,224.50,229.35,224.03,228.37,228.20,224.18,54574822,12414572055.90,217480,INE758T01015
ETERNAL,EQ,2025-05-30,226.56,243.00,226.56,238.31,239.75,228.37,467574032,111027213033.15,524106,INE758T01015
ETERNAL,EQ,2025-06-02,237.31,243.00,236.11,241.20,240.92,238.31,55690205,13404094238.63,244435,INE758T01015
ETERNAL,EQ,2025-06-03,245.00,245.83,236.75,237.70,238.35,241.20,91875218,22111946213.07,249498,INE758T01015
ETERNAL,EQ,2025-06-04,237.10,248.00,237.10,245.68,245.33,237.70,70626622,17175538040.66,224934,INE758T01015
ETERNAL,EQ,2025-06-05,248.00,260.22,247.99,256.56,256.80,245.68,127795264,32788697450.43,456005,INE758T01015
ETERNAL,EQ,2025-06-06,256.56,264.00,256.01,261.86,261.90,256.56,66234457,17272787135.68,386010,INE758T01015
ETERNAL,EQ,2025-06-09,261.90,262.98,255.35,256.84,256.99,261.86,33660854,8717187542.18,269951,INE758T01015
ETERNAL,EQ,2025-06-10,256.80,256.80,252.35,255.68,255.30,256.84,36662941,9349580606.65,189051,INE758T01015
ETERNAL,EQ,2025-06-11,255.68,260.19,255.30,257.07,257.10,255.68,40554764,10449829999.15,175660,INE758T01015
ETERNAL,EQ,2025-06-12,257.07,257.10,250.35,251.56,251.00,257.07,24298795,6155542669.01,193599,INE758T01015
ETERNAL,EQ,2025-06-13,243.26,250.24,243.26,249.08,249.50,251.56,30512913,7581305375.25,148350,INE758T01015
ETERNAL,EQ,2025-06-16,249.00,253.52,248.71,252.15,252.50,249.08,26481959,6645698708.80,166559,INE758T01015
ETERNAL,EQ,2025-06-17,251.30,252.00,246.85,247.25,246.96,252.15,20651969,5135680091.09,128623,INE758T01015
ETERNAL,EQ,2025-06-18,247.30,250.21,247.16,248.41,247.87,247.25,17297196,4301485975.26,127500,INE758T01015
ETERNAL,EQ,2025-06-19,247.99,254.80,247.21,249.42,248.25,248.41,32347921,8095501336.45,185404,INE758T01015
ETERNAL,EQ,2025-06-20,249.01,254.15,249.01,253.33,253.00,249.42,50201710,12664109713.42,196519,INE758T01015
ETERNAL,EQ,2025-06-23,250.15,255.80,250.05,254.64,254.50,253.33,21523144,5464308213.70,137482,INE758T01015
ETERNAL,EQ,2025-06-24,257.00,260.00,254.22,255.07,255.07,254.64,35638629,9165851891.72,199324,INE758T01015
ETERNAL,EQ,2025-06-25,256.11,259.42,255.10,258.86,258.60,255.07,26412599,6818196863.49,151870,INE758T01015
ETERNAL,EQ,2025-06-26,259.42,266.25,258.95,265.18,265.20,258.86,47100081,12405641802.34,235956,INE758T01015
ETERNAL,EQ,2025-06-27,266.49,266.49,261.00,261.86,263.01,265.18,61545458,16137265010.54,241193,INE758T01015
ETERNAL,EQ,2025-06-30,262.00,265.19,262.00,264.15,263.95,261.86,21588949,5700362540.31,202463,INE758T01015
ETERNAL,EQ,2025-07-01,264.75,264.85,259.60,261.00,260.85,264.15,17220730,4503889586.25,146126,INE758T01015
ETERNAL,EQ,2025-07-02,260.50,261.85,257.60,259.75,260.00,261.00,14940247,3877508649.40,97408,INE758T01015
ETERNAL,EQ,2025-07-03,260.10,264.30,260.00,260.85,260.60,259.75,19402947,5080183199.55,149943,INE758T01015
ETERNAL,EQ,2025-07-04,262.10,263.70,259.65,261.40,261.20,260.85,13076740,3428649601.65,104021,INE758T01015
ETERNAL,EQ,2025-07-07,261.40,261.55,256.20,258.55,259.20,261.40,25446186,6563899460.05,148010,INE758T01015
ETERNAL,EQ,2025-07-08,259.65,264.20,259.50,263.50,263.65,258.55,18312891,4812288025.90,106972,INE758T01015
ETERNAL,EQ,2025-07-09,263.65,265.45,261.80,264.55,264.00,263.50,18477582,4880287242.45,119450,INE758T01015
ETERNAL,EQ,2025-07-10,265.10,267.25,262.25,262.85,262.35,264.55,17136740,4529422663.25,100241,INE758T01015
